location,area_sqft,resale,no_of_bedrooms,nearby_school_1km,nearby_hospital_1km,nearby_mall_1km,nearby_gym_1km,swimmingpool,rainwaterharvesting,sportsfacility,powerbackup,carparking,childrens_playarea,liftavailable,price
perambur,920,1,2,0,0,0,1,0,0,0,1,0,0,1,7416000.0
maduravoyal,1479,0,3,0,0,0,1,0,0,0,1,0,0,1,11299999.0
valasaravakkam,1479,0,3,0,0,0,1,0,0,0,1,0,0,1,7026000.0
valasaravakkam,1141,0,2,0,0,0,1,0,0,0,1,0,0,1,6083000.0
navallur,2343,0,4,0,0,0,1,0,0,0,1,0,0,1,4153000.0
navallur,1579,0,3,0,0,0,1,0,0,0,1,0,0,1,3553000.0
mugalivakkam,1106,0,2,0,0,0,1,0,0,0,1,0,0,1,7152000.0
gerugambakkam,989,0,2,0,0,0,1,0,0,0,1,0,0,1,11100000.0
gerugambakkam,846,0,2,0,0,0,1,0,0,0,1,0,0,1,8981000.0
gowrivakkam,974,0,2,0,0,0,1,0,0,0,1,0,0,1,3289000.0
mugalivakkam,1474,0,3,0,0,0,1,0,0,0,1,0,0,1,6400000.0
mugalivakkam,1633,0,3,0,0,0,1,0,0,0,1,0,0,1,4710000.0
mugalivakkam,598,0,1,0,0,0,1,0,0,0,1,0,0,1,4737000.0
pallikaranai,1240,0,2,0,0,0,1,0,0,0,1,0,0,1,6717000.0
ambattur,1047,0,2,0,0,0,1,0,0,0,1,0,0,1,5821000.0
ambattur,1053,0,2,0,0,0,1,0,0,0,1,0,0,1,6730000.0
ambattur,1493,0,3,0,0,0,1,0,0,0,1,0,0,1,5695000.0
ambattur,1294,0,3,0,0,0,1,0,0,0,1,0,0,1,5682000.0
ambattur,1496,0,3,0,0,0,1,0,0,0,1,0,0,1,6739000.0
ambattur,1266,0,3,0,0,0,1,0,0,0,1,0,0,1,5385000.0
ambattur,1263,0,3,0,0,0,1,0,0,0,1,0,0,1,4702000.0
ambattur,1498,0,3,0,0,0,1,0,0,0,1,0,0,1,2358000.0
thalambur,1436,0,3,0,0,0,1,0,0,0,1,0,0,1,2340000.0
thalambur,1254,0,2,0,0,0,1,0,0,0,1,0,0,1,3701000.0
thalambur,629,0,1,0,0,0,1,0,0,0,1,0,0,1,3543000.0
thalambur,624,0,1,0,0,0,1,0,0,0,1,0,0,1,4762000.0
thalambur,987,0,2,0,0,0,1,0,0,0,1,0,0,1,11299999.0
thalambur,945,0,2,0,0,0,1,0,0,0,1,0,0,1,7026000.0
thalambur,1270,0,2,0,0,0,1,0,0,0,1,0,0,1,2340000.0
navallur,2343,0,4,0,0,0,1,0,0,0,1,0,0,1,3701000.0
navallur,1579,0,3,0,0,0,1,0,0,0,1,0,0,1,3543000.0
thalambur,987,0,2,0,0,0,1,0,0,0,1,0,0,1,6400000.0
thalambur,945,0,2,0,0,0,1,0,0,0,1,0,0,1,8400000.0
thalambur,1270,0,2,0,0,0,1,0,0,0,1,0,0,1,6312000.0
pallikaranai,1240,0,2,0,0,0,1,0,0,0,1,0,0,1,12000000.0
navallur,1504,0,3,0,0,0,1,0,0,0,1,0,0,1,7931999.0
navallur,1058,0,2,0,0,0,1,0,0,0,1,0,0,1,7403000.0
ambattur,1833,1,3,0,0,0,1,0,0,0,1,0,0,1,8013000.0
vengaivasal,1469,0,3,0,0,0,1,0,0,0,1,0,0,1,6663000.0
vengaivasal,1371,0,3,0,0,0,1,0,0,0,1,0,0,1,49900000.0
vengaivasal,1484,0,3,0,0,0,1,0,0,0,1,0,0,1,5050000.0
vengaivasal,1234,0,2,0,0,0,1,0,0,0,1,0,0,1,3342000.0
raja annamalai puram,2777,0,3,0,0,0,1,0,0,0,1,0,0,1,2470000.0
vandalur,1378,0,3,0,0,0,1,0,0,0,1,0,0,1,9980000.0
padur,748,1,2,0,0,0,1,0,0,0,1,0,0,1,9937000.0
guduvancheri,690,0,2,0,0,0,1,0,0,0,1,0,0,1,4928000.0
padur,2333,0,4,0,0,0,1,0,0,0,1,0,0,1,7198999.0
padur,2323,0,4,0,0,0,1,0,0,0,1,0,0,1,9548000.0
padur,1152,0,2,0,0,0,1,0,0,0,1,0,0,1,49900000.0
padur,1683,0,3,0,0,0,1,0,0,0,1,0,0,1,5050000.0
padur,2232,0,4,0,0,0,1,0,0,0,1,0,0,1,2458000.0
raja annamalai puram,2777,0,3,0,0,0,1,0,0,0,1,0,0,1,9900000.0
vandalur,1378,0,3,0,0,0,1,0,0,0,1,0,0,1,3244000.0
nanmangalam,523,0,1,0,0,0,1,0,0,0,1,0,0,1,6773999.0
pallikaranai,1436,1,3,0,0,0,1,0,0,0,1,0,0,1,7073000.0
ambattur,721,0,2,0,0,0,1,0,0,0,1,0,0,1,5965000.0
porur,1130,0,2,0,0,0,1,0,0,0,1,0,0,1,35100000.0
gowrivakkam,962,0,2,0,0,0,1,0,0,0,1,0,0,1,10500000.0
madambakkam,1250,0,3,0,0,0,1,0,0,0,1,0,0,1,9453000.0
sholinganallur,4682,0,4,0,0,0,1,0,0,0,1,0,0,1,30700000.0
sholinganallur,1838,0,3,0,0,0,1,0,0,0,1,0,0,1,10600000.0
sholinganallur,1644,0,3,0,0,0,1,0,0,0,1,0,0,1,34200000.0
sholinganallur,4105,0,4,0,0,0,1,0,0,0,1,0,0,1,12900000.0
sholinganallur,1846,0,3,0,0,0,1,0,0,0,1,0,0,1,35500000.0
sholinganallur,4026,0,4,0,0,0,1,0,0,0,1,0,0,1,8924000.0
sholinganallur,2250,0,3,0,0,0,1,0,0,0,1,0,0,1,10800000.0
sholinganallur,4736,0,4,0,0,0,1,0,0,0,1,0,0,1,40100000.0
sholinganallur,1552,0,3,0,0,0,1,0,0,0,1,0,0,1,33300000.0
sholinganallur,1889,0,3,0,0,0,1,0,0,0,1,0,0,1,33300000.0
sholinganallur,4727,0,4,0,0,0,1,0,0,0,1,0,0,1,35100000.0
sholinganallur,4452,0,4,0,0,0,1,0,0,0,1,0,0,1,9522000.0
sholinganallur,4451,0,4,0,0,0,1,0,0,0,1,0,0,1,32400000.0
sholinganallur,4690,0,4,0,0,0,1,0,0,0,1,0,0,1,10600000.0
sholinganallur,1656,0,3,0,0,0,1,0,0,0,1,0,0,1,32200000.0
sholinganallur,4321,0,4,0,0,0,1,0,0,0,1,0,0,1,4640000.0
sholinganallur,1859,0,3,0,0,0,1,0,0,0,1,0,0,1,3500000.0
sholinganallur,4297,0,4,0,0,0,1,0,0,0,1,0,0,1,4456000.0
ayanambakkam,1037,0,2,0,0,0,1,0,0,0,1,0,0,1,4445000.0
nanmangalam,777,0,2,0,0,0,1,0,0,0,1,0,0,1,35100000.0
nanmangalam,992,0,2,0,0,0,1,0,0,0,1,0,0,1,8303000.0
madambakkam,980,0,2,0,0,0,1,0,0,0,1,0,0,1,10500000.0
sholinganallur,4682,0,4,0,0,0,1,0,0,0,1,0,0,1,9453000.0
sholinganallur,1444,0,3,0,0,0,1,0,0,0,1,0,0,1,30700000.0
sholinganallur,4026,0,4,0,0,0,1,0,0,0,1,0,0,1,7844000.0
sholinganallur,2250,0,3,0,0,0,1,0,0,0,1,0,0,1,4147999.0
sholinganallur,4736,0,4,0,0,0,1,0,0,0,1,0,0,1,7848999.0
ayanambakkam,1753,0,3,0,0,0,1,0,0,0,1,0,0,1,7880000.0
ayanambakkam,927,0,2,0,0,0,1,0,0,0,1,0,0,1,4170000.0
ayanambakkam,1754,0,3,0,0,0,1,0,0,0,1,0,0,1,7804000.0
ayanambakkam,1761,0,3,0,0,0,1,0,0,0,1,0,0,1,7813000.0
ayanambakkam,932,0,2,0,0,0,1,0,0,0,1,0,0,1,4680000.0
ayanambakkam,1744,0,3,0,0,0,1,0,0,0,1,0,0,1,4676000.0
ayanambakkam,1746,0,3,0,0,0,1,0,0,0,1,0,0,1,4667000.0
ayanambakkam,1046,0,2,0,0,0,1,0,0,0,1,0,0,1,4654000.0
ayanambakkam,1045,0,2,0,0,0,1,0,0,0,1,0,0,1,4698000.0
ayanambakkam,1043,0,2,0,0,0,1,0,0,0,1,0,0,1,4694000.0
ayanambakkam,1040,0,2,0,0,0,1,0,0,0,1,0,0,1,4609000.0
ayanambakkam,1050,0,2,0,0,0,1,0,0,0,1,0,0,1,4604000.0
ayanambakkam,1049,0,2,0,0,0,1,0,0,0,1,0,0,1,4649000.0
ayanambakkam,1030,0,2,0,0,0,1,0,0,0,1,0,0,1,4645000.0
ayanambakkam,1029,0,2,0,0,0,1,0,0,0,1,0,0,1,4264000.0
ayanambakkam,1039,0,2,0,0,0,1,0,0,0,1,0,0,1,4260000.0
ayanambakkam,1038,0,2,0,0,0,1,0,0,0,1,0,0,1,4255000.0
ayanambakkam,953,0,2,0,0,0,1,0,0,0,1,0,0,1,6480000.0
ayanambakkam,952,0,2,0,0,0,1,0,0,0,1,0,0,1,4435000.0
ayanambakkam,951,0,2,0,0,0,1,0,0,0,1,0,0,1,6570999.0
kovur,1350,0,3,0,0,0,1,0,0,0,1,0,0,1,5640000.0
kovur,924,0,2,0,0,0,1,0,0,0,1,0,0,1,2952000.0
kovur,1369,0,3,0,0,0,1,0,0,0,1,0,0,1,2800000.0
kovur,1175,0,2,0,0,0,1,0,0,0,1,0,0,1,10200000.0
kovur,615,0,2,0,0,0,1,0,0,0,1,0,0,1,8014000.0
poonamallee,698,1,1,0,0,0,1,0,0,0,1,0,0,1,10100000.0
vadapalani,980,0,2,0,0,0,1,0,0,0,1,0,0,1,9222000.0
poonamallee,1373,0,2,0,0,0,1,0,0,0,1,0,0,1,7681000.0
poonamallee,1740,0,3,0,0,0,1,0,0,0,1,0,0,1,9018000.0
poonamallee,1580,0,3,0,0,0,1,0,0,0,1,0,0,1,8901000.0
poonamallee,1316,0,2,0,0,0,1,0,0,0,1,0,0,1,3565999.0
poonamallee,1545,0,2,0,0,0,1,0,0,0,1,0,0,1,3490000.0
poonamallee,1525,0,2,0,0,0,1,0,0,0,1,0,0,1,7531000.0
poonamallee,611,0,1,0,0,0,1,0,0,0,1,0,0,1,7276000.0
poonamallee,598,0,1,0,0,0,1,0,0,0,1,0,0,1,8313000.0
maraimalai nagar,1772,0,3,0,0,0,1,0,0,0,1,0,0,1,17900000.0
maraimalai nagar,1712,0,3,0,0,0,1,0,0,0,1,0,0,1,18600000.0
maraimalai nagar,1956,0,3,0,0,0,1,0,0,0,1,0,0,1,8424000.0
vadapalani,1707,0,3,0,0,0,1,0,0,0,1,0,0,1,7365000.0
vadapalani,1777,0,3,0,0,0,1,0,0,0,1,0,0,1,6188000.0
iyyappanthangal,1575,0,3,0,0,0,1,0,0,0,1,0,0,1,5621000.0
iyyappanthangal,1377,0,3,0,0,0,1,0,0,0,1,0,0,1,5846000.0
iyyappanthangal,1157,0,2,0,0,0,1,0,0,0,1,0,0,1,6909999.0
iyyappanthangal,1051,0,2,0,0,0,1,0,0,0,1,0,0,1,3188000.0
iyyappanthangal,1093,0,2,0,0,0,1,0,0,0,1,0,0,1,6937000.0
iyyappanthangal,1292,0,3,0,0,0,1,0,0,0,1,0,0,1,3347999.0
iyyappanthangal,596,0,1,0,0,0,1,0,0,0,1,0,0,1,4755000.0
iyyappanthangal,1297,0,3,0,0,0,1,0,0,0,1,0,0,1,8515000.0
iyyappanthangal,626,0,1,0,0,0,1,0,0,0,1,0,0,1,4862000.0
iyyappanthangal,889,0,2,0,0,0,1,0,0,0,1,0,0,1,5284000.0
iyyappanthangal,1592,0,3,0,0,0,1,0,0,0,1,0,0,1,7830000.0
iyyappanthangal,909,0,2,0,0,0,1,0,0,0,1,0,0,1,4899000.0
iyyappanthangal,988,0,2,0,0,0,1,0,0,0,1,0,0,1,3097000.0
iyyappanthangal,1464,0,3,0,0,0,1,0,0,0,1,0,0,1,7130000.0
iyyappanthangal,916,0,2,0,0,0,1,0,0,0,1,0,0,1,3102000.0
iyyappanthangal,579,0,1,0,0,0,1,0,0,0,1,0,0,1,8014000.0
iyyappanthangal,1333,0,3,0,0,0,1,0,0,0,1,0,0,1,10100000.0
iyyappanthangal,580,0,1,0,0,0,1,0,0,0,1,0,0,1,4175000.0
poonamallee,1373,0,2,0,0,0,1,0,0,0,1,0,0,1,4501000.0
poonamallee,1740,0,3,0,0,0,1,0,0,0,1,0,0,1,4492000.0
ayanambakkam,933,0,2,0,0,0,1,0,0,0,1,0,0,1,4193000.0
ayanambakkam,1006,0,2,0,0,0,1,0,0,0,1,0,0,1,7844000.0
ayanambakkam,1004,0,2,0,0,0,1,0,0,0,1,0,0,1,4147999.0
ayanambakkam,937,0,2,0,0,0,1,0,0,0,1,0,0,1,7848999.0
ayanambakkam,953,0,2,0,0,0,1,0,0,0,1,0,0,1,4251000.0
ayanambakkam,952,0,2,0,0,0,1,0,0,0,1,0,0,1,4577000.0
ayanambakkam,951,0,2,0,0,0,1,0,0,0,1,0,0,1,4573000.0
ayanambakkam,950,0,2,0,0,0,1,0,0,0,1,0,0,1,4246000.0
ayanambakkam,1023,0,2,0,0,0,1,0,0,0,1,0,0,1,5541000.0
ayanambakkam,1022,0,2,0,0,0,1,0,0,0,1,0,0,1,3070000.0
ayanambakkam,949,0,2,0,0,0,1,0,0,0,1,0,0,1,8424000.0
iyyappanthangal,1036,0,2,0,0,0,1,0,0,0,1,0,0,1,7365000.0
iyyappanthangal,574,0,1,0,0,0,1,0,0,0,1,0,0,1,6188000.0
iyyappanthangal,579,0,1,0,0,0,1,0,0,0,1,0,0,1,2710000.0
iyyappanthangal,1333,0,3,0,0,0,1,0,0,0,1,0,0,1,3260000.0
iyyappanthangal,580,0,1,0,0,0,1,0,0,0,1,0,0,1,2276000.0
vandalur,873,0,2,0,0,0,1,0,0,0,1,0,0,1,2272000.0
vandalur,1051,0,2,0,0,0,1,0,0,0,1,0,0,1,2347000.0
thalambur,607,0,1,0,0,0,1,0,0,0,1,0,0,1,5321000.0
thalambur,606,0,1,0,0,0,1,0,0,0,1,0,0,1,3457000.0
thalambur,626,0,1,0,0,0,1,0,0,0,1,0,0,1,5557000.0
thalambur,1419,0,3,0,0,0,1,0,0,0,1,0,0,1,4316000.0
thalambur,922,0,2,0,0,0,1,0,0,0,1,0,0,1,5116000.0
thalambur,1482,0,3,0,0,0,1,0,0,0,1,0,0,1,4792000.0
thalambur,1151,0,3,0,0,0,1,0,0,0,1,0,0,1,4788000.0
thalambur,1278,0,3,0,0,0,1,0,0,0,1,0,0,1,4556000.0
thalambur,1277,0,3,0,0,0,1,0,0,0,1,0,0,1,3967000.0
thalambur,1215,0,2,0,0,0,1,0,0,0,1,0,0,1,5246000.0
thalambur,1058,0,2,0,0,0,1,0,0,0,1,0,0,1,3671000.0
thalambur,1399,0,3,0,0,0,1,0,0,0,1,0,0,1,6570999.0
thalambur,979,0,2,0,0,0,1,0,0,0,1,0,0,1,5640000.0
kovur,1369,0,3,0,0,0,1,0,0,0,1,0,0,1,11500000.0
kovur,1175,0,2,0,0,0,1,0,0,0,1,0,0,1,9510000.0
kovur,615,0,2,0,0,0,1,0,0,0,1,0,0,1,6611000.0
navallur,2021,0,4,0,0,0,1,0,0,0,1,0,0,1,10300000.0
navallur,1650,0,3,0,0,0,1,0,0,0,1,0,0,1,5100000.0
navallur,1158,0,2,0,0,0,1,0,0,0,1,0,0,1,6167000.0
navallur,1699,0,3,0,0,0,1,0,0,0,1,0,0,1,46600000.0
selaiyur,990,0,2,0,0,0,1,0,0,0,1,0,0,1,56200000.0
navallur,1386,0,3,0,0,0,1,0,0,0,1,0,0,1,6500000.0
raja annamalai puram,2590,0,3,0,0,0,1,0,0,0,1,0,0,1,15300000.0
raja annamalai puram,3126,0,3,0,0,0,1,0,0,0,1,0,0,1,14700000.0
sholinganallur,1032,0,2,0,0,0,1,0,0,0,1,0,0,1,6164000.0
padur,3583,0,4,0,0,0,1,0,0,0,1,0,0,1,8345999.0
padur,3452,0,4,0,0,0,1,0,0,0,1,0,0,1,7212000.0
padur,1441,0,3,0,0,0,1,0,0,0,1,0,0,1,14800000.0
padur,1951,0,3,0,0,0,1,0,0,0,1,0,0,1,18100000.0
padur,1686,0,3,0,0,0,1,0,0,0,1,0,0,1,4915000.0
padur,3470,0,4,0,0,0,1,0,0,0,1,0,0,1,4906000.0
padur,4251,0,4,0,0,0,1,0,0,0,1,0,0,1,5394000.0
padur,1149,0,2,0,0,0,1,0,0,0,1,0,0,1,15100000.0
padur,1147,0,2,0,0,0,1,0,0,0,1,0,0,1,6258000.0
padur,1261,0,2,0,0,0,1,0,0,0,1,0,0,1,17300000.0
padur,3549,0,4,0,0,0,1,0,0,0,1,0,0,1,6280000.0
padur,1463,0,3,0,0,0,1,0,0,0,1,0,0,1,7118000.0
padur,4065,0,4,0,0,0,1,0,0,0,1,0,0,1,2297000.0
padur,1468,0,3,0,0,0,1,0,0,0,1,0,0,1,8792000.0
padur,1664,0,3,0,0,0,1,0,0,0,1,0,0,1,8836000.0
padur,428,0,2,0,0,0,1,0,0,0,1,0,0,1,6995999.0
karapakkam,1307,0,3,0,0,0,1,0,0,0,1,0,0,1,9119000.0
karapakkam,1314,0,3,0,0,0,1,0,0,0,1,0,0,1,6977000.0
karapakkam,1027,0,2,0,0,0,1,0,0,0,1,0,0,1,19000000.0
karapakkam,1358,0,3,0,0,0,1,0,0,0,1,0,0,1,10400000.0
karapakkam,1024,0,2,0,0,0,1,0,0,0,1,0,0,1,8721000.0
karapakkam,2686,0,4,0,0,0,1,0,0,0,1,0,0,1,10400000.0
karapakkam,1561,0,3,0,0,0,1,0,0,0,1,0,0,1,13200000.0
karapakkam,1296,0,3,0,0,0,1,0,0,0,1,0,0,1,10400000.0
karapakkam,1566,0,3,0,0,0,1,0,0,0,1,0,0,1,13799999.0
karapakkam,1829,0,3,0,0,0,1,0,0,0,1,0,0,1,18600000.0
karapakkam,1564,0,3,0,0,0,1,0,0,0,1,0,0,1,18500000.0
karapakkam,1944,0,3,0,0,0,1,0,0,0,1,0,0,1,10600000.0
karapakkam,2630,0,4,0,0,0,1,0,0,0,1,0,0,1,4942000.0
karapakkam,2616,0,4,0,0,0,1,0,0,0,1,0,0,1,3289000.0
karapakkam,1599,0,3,0,0,0,1,0,0,0,1,0,0,1,4045000.0
perungalathur,1131,0,2,0,0,0,1,0,0,0,1,0,0,1,4038000.0
porur,765,0,1,0,0,0,1,0,0,0,1,0,0,1,4988000.0
vandalur,1116,0,2,0,0,0,1,0,0,0,1,0,0,1,3990000.0
vandalur,1114,0,2,0,0,0,1,0,0,0,1,0,0,1,57000000.0
vandalur,1360,0,3,0,0,0,1,0,0,0,1,0,0,1,50199999.0
vandalur,1101,0,2,0,0,0,1,0,0,0,1,0,0,1,45500000.0
raja annamalai puram,3170,0,3,0,0,0,1,0,0,0,1,0,0,1,76900000.0
raja annamalai puram,2789,0,3,0,0,0,1,0,0,0,1,0,0,1,44900000.0
raja annamalai puram,2533,0,3,0,0,0,1,0,0,0,1,0,0,1,63000000.0
raja annamalai puram,4273,0,4,0,0,0,1,0,0,0,1,0,0,1,5292000.0
raja annamalai puram,2498,0,3,0,0,0,1,0,0,0,1,0,0,1,4061999.0
raja annamalai puram,3500,0,4,0,0,0,1,0,0,0,1,0,0,1,5533000.0
vandalur,1448,0,3,0,0,0,1,0,0,0,1,0,0,1,6800000.0
vandalur,1121,0,2,0,0,0,1,0,0,0,1,0,0,1,11000000.0
vandalur,1518,0,3,0,0,0,1,0,0,0,1,0,0,1,4500000.0
valasaravakkam,1110,1,2,0,0,0,1,0,0,0,1,0,0,1,6500000.0
vettuvankani,1600,0,3,0,0,0,1,0,0,0,1,0,0,1,6458000.0
medavakkam,910,0,2,0,0,0,1,0,0,0,1,0,0,1,8000000.0
porur,1100,0,2,0,0,0,1,0,0,0,1,0,0,1,4934000.0
chromepet,990,0,2,0,0,0,1,0,0,0,1,0,0,1,3400000.0
chromepet,1294,0,3,0,0,0,1,0,0,0,1,0,0,1,5800000.0
moolacheri,999,0,2,0,0,0,1,0,0,0,1,0,0,1,3143000.0
moolacheri,603,0,2,0,0,0,1,0,0,0,1,0,0,1,3400000.0
moolacheri,1152,0,2,0,0,0,1,0,0,0,1,0,0,1,3200000.0
moolacheri,603,0,1,0,0,0,1,0,0,0,1,0,0,1,8108000.0
moolacheri,612,0,2,0,0,0,1,0,0,0,1,0,0,1,17600000.0
moolacheri,612,0,1,0,0,0,1,0,0,0,1,0,0,1,12600000.0
pallikaranai,1243,0,2,0,0,0,1,0,0,0,1,0,0,1,12000000.0
pallikaranai,2712,0,4,0,0,0,1,0,0,0,1,0,0,1,16500000.0
pallikaranai,1944,0,3,0,0,0,1,0,0,0,1,0,0,1,8200000.0
pallikaranai,1922,0,3,0,0,0,1,0,0,0,1,0,0,1,5957000.0
pallikaranai,2691,0,4,0,0,0,1,0,0,0,1,0,0,1,3300000.0
pallikaranai,1255,0,2,0,0,0,1,0,0,0,1,0,0,1,9056000.0
iyyappanthangal,1036,0,2,0,0,0,1,0,0,0,1,0,0,1,7917000.0
iyyappanthangal,574,0,1,0,0,0,1,0,0,0,1,0,0,1,6652000.0
iyyappanthangal,1575,0,3,0,0,0,1,0,0,0,1,0,0,1,6043000.0
iyyappanthangal,1377,0,3,0,0,0,1,0,0,0,1,0,0,1,6284000.0
iyyappanthangal,1157,0,2,0,0,0,1,0,0,0,1,0,0,1,7429000.0
iyyappanthangal,1051,0,2,0,0,0,1,0,0,0,1,0,0,1,3427000.0
iyyappanthangal,1093,0,2,0,0,0,1,0,0,0,1,0,0,1,7456999.0
iyyappanthangal,1292,0,3,0,0,0,1,0,0,0,1,0,0,1,3599000.0
iyyappanthangal,596,0,1,0,0,0,1,0,0,0,1,0,0,1,5111000.0
iyyappanthangal,1297,0,3,0,0,0,1,0,0,0,1,0,0,1,9154000.0
iyyappanthangal,626,0,1,0,0,0,1,0,0,0,1,0,0,1,5226000.0
iyyappanthangal,889,0,2,0,0,0,1,0,0,0,1,0,0,1,5681000.0
iyyappanthangal,1592,0,3,0,0,0,1,0,0,0,1,0,0,1,8418000.0
iyyappanthangal,909,0,2,0,0,0,1,0,0,0,1,0,0,1,5267000.0
iyyappanthangal,988,0,2,0,0,0,1,0,0,0,1,0,0,1,3329000.0
iyyappanthangal,1464,0,3,0,0,0,1,0,0,0,1,0,0,1,7664000.0
iyyappanthangal,916,0,2,0,0,0,1,0,0,0,1,0,0,1,3335000.0
iyyappanthangal,579,0,1,0,0,0,1,0,0,0,1,0,0,1,6800000.0
iyyappanthangal,1333,0,3,0,0,0,1,0,0,0,1,0,0,1,5400000.0
iyyappanthangal,580,0,1,0,0,0,1,0,0,0,1,0,0,1,2760000.0
maduravoyal,1110,1,2,0,0,0,1,0,0,0,1,0,0,1,3756000.0
kilkattalai,811,0,2,0,0,0,1,0,0,0,1,0,0,1,6000000.0
pammal,600,0,2,0,0,0,1,0,0,0,1,0,0,1,2628000.0
pammal,840,0,2,0,0,0,1,0,0,0,1,0,0,1,4100000.0
pammal,1220,0,3,0,0,0,1,0,0,0,1,0,0,1,2840000.0
thiruneermalai,730,0,2,0,0,0,1,0,0,0,1,0,0,1,5243000.0
pammal,777,0,2,0,0,0,1,0,0,0,1,0,0,1,4480000.0
kundrathur,789,0,2,0,0,0,1,0,0,0,1,0,0,1,6900000.0
pallavaram,1070,0,3,0,0,0,1,0,0,0,1,0,0,1,3900000.0
pammal,1120,0,3,0,0,0,1,0,0,0,1,0,0,1,2520000.0
pallavaram,1453,0,3,0,0,0,1,0,0,0,1,0,0,1,3500000.0
kundrathur,1195,0,1,0,0,0,1,0,0,0,1,0,0,1,3000000.0
kundrathur,700,0,2,0,0,0,1,0,0,0,1,0,0,1,3295000.0
kumananchavadi,915,0,2,0,0,0,1,0,0,0,1,0,0,1,3865000.0
kumananchavadi,755,0,2,0,0,0,1,0,0,0,1,0,0,1,2840000.0
kolapakkam,845,0,2,0,0,0,1,0,0,0,1,0,0,1,3500000.0
pammal,777,0,2,0,0,0,1,0,0,0,1,0,0,1,6934999.0
kundrathur,789,0,2,0,0,0,1,0,0,0,1,0,0,1,51600000.0
mangadu,915,0,2,0,0,0,1,0,0,0,1,0,0,1,17000000.0
maduravoyal,1067,0,2,0,0,0,1,0,0,0,1,0,0,1,5536000.0
alwarpet,2348,0,3,0,0,0,1,0,0,0,1,0,0,1,7100000.0
anna nagar,1215,0,3,0,0,0,1,0,0,0,1,0,0,1,5500000.0
vanagaram,1061,0,2,0,0,0,1,0,0,0,1,0,0,1,7100000.0
porur,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,9072000.0
kilkattalai,811,0,1,0,0,0,1,0,0,0,1,0,0,1,2100000.0
iyyappanthangal,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,2000000.0
arumbakkam,1260,0,2,0,0,0,1,0,0,0,1,0,0,1,2386000.0
pammal,580,0,1,0,0,0,1,0,0,0,1,0,0,1,3918000.0
anakaputhur,450,1,1,0,0,0,1,0,0,0,1,0,0,1,46100000.0
thiruverkadu,575,0,1,0,0,0,1,0,0,0,1,0,0,1,2600000.0
guduvancheri,982,0,2,0,0,0,1,0,0,0,1,0,0,1,8000000.0
egmore,2882,0,3,0,0,0,1,0,0,0,1,0,0,1,3200000.0
pallavaram,571,0,1,0,0,0,1,0,0,0,1,0,0,1,3400000.0
pammal,3500,0,5,0,0,0,1,0,0,0,1,0,0,1,4115999.0
moolacheri,612,0,1,0,0,0,1,0,0,0,1,0,0,1,3560000.0
kundrathur,1052,0,2,0,0,0,1,0,0,0,1,0,0,1,5540000.0
vanagaram,980,0,2,0,0,0,1,0,0,0,1,0,0,1,8901000.0
ambattur,890,0,2,0,0,0,1,0,0,0,1,0,0,1,3800000.0
poonamallee,1539,0,2,0,0,0,1,0,0,0,1,0,0,1,11000000.0
kolapakkam,1535,0,3,0,0,0,1,0,0,0,1,0,0,1,11500000.0
irandankattalai,1215,1,2,0,0,0,1,0,0,0,1,0,0,1,14000000.0
nanganallur,1200,0,3,0,0,0,1,0,0,0,1,0,0,1,11000000.0
nanganallur,1300,0,3,0,0,0,1,0,0,0,1,0,0,1,9000000.0
virugambakkam,1464,0,3,0,0,0,1,0,0,0,1,0,0,1,5700000.0
adambakkam,1191,0,3,0,0,0,1,0,0,0,1,0,0,1,2000000.0
adambakkam,950,0,2,0,0,0,1,0,0,0,1,0,0,1,3100000.0
kolathur,830,1,2,0,0,0,1,0,0,0,1,0,0,1,2400000.0
mevalurkuppam,520,0,1,0,0,0,1,0,0,0,1,0,0,1,7900000.0
pallikaranai,611,0,1,0,0,0,1,0,0,0,1,0,0,1,5407000.0
pozhichalur,580,1,1,0,0,0,1,0,0,0,1,0,0,1,6367000.0
mogappair,1190,0,2,0,0,0,1,0,0,0,1,0,0,1,7148999.0
thalambur,1442,0,2,0,0,0,1,0,0,0,1,0,0,1,6556000.0
padur,1499,0,2,0,0,0,1,0,0,0,1,0,0,1,5781000.0
padur,1683,0,2,0,0,0,1,0,0,0,1,0,0,1,32400000.0
madambakkam,1395,0,3,0,0,0,1,0,0,0,1,0,0,1,35500000.0
padur,1361,0,1,0,0,0,1,0,0,0,1,0,0,1,3740000.0
sholinganallur,4321,0,4,0,0,0,1,0,0,0,1,0,0,1,7370000.0
sholinganallur,4736,0,4,0,0,0,1,0,0,0,1,0,0,1,7390000.0
perungalathur,841,0,2,0,0,0,1,0,0,0,1,0,0,1,9557000.0
porur,1100,0,2,0,0,0,1,0,0,0,1,0,0,1,6342000.0
pallavaram,1345,0,3,0,0,0,1,0,0,0,1,0,0,1,61100000.0
perungudi,1554,0,3,0,0,0,1,0,0,0,1,0,0,1,7017000.0
poonamallee,1510,0,3,0,0,0,1,0,0,0,1,0,0,1,6800000.0
alwarpet,2781,0,4,0,0,0,1,0,0,0,1,0,0,1,3679999.0
porur,1340,0,3,0,0,0,1,0,0,0,1,0,0,1,7600000.0
